ID,datetime,passengers-in,passengers-out,station
1223874,2020/9/9 10:00,32,16,2a
1663556,2020/9/9 10:00,40,89,2b
1393181,2020/9/9 10:00,30,25,2c
1982224,2020/9/9 10:00,16,40,2d
1987905,2020/9/9 10:00,34,46,2e
2510846,2020/9/9 10:00,26,103,2f
1016125,2020/9/9 10:00,18,40,2g
2006291,2020/9/9 10:00,30,56,2h
1962736,2020/9/9 10:00,50,39,2i
2008660,2020/9/9 10:00,26,41,2j
1315239,2020/9/9 10:00,20,149,2k
1513642,2020/9/9 10:00,17,53,2l
1662295,2020/9/9 10:00,28,25,2m
1758360,2020/9/9 10:00,18,22,2n
1154392,2020/9/9 10:00,22,33,2o
2058863,2020/9/9 10:00,17,38,2p
1314518,2020/9/9 10:00,13,109,2q
1146621,2020/9/9 10:00,16,23,2r
1864734,2020/9/9 10:00,24,19,2s
1480612,2020/9/9 10:00,50,47,2t
1978819,2020/9/9 10:00,180,159,2u
2010273,2020/9/9 10:00,34,21,2v
1007073,2020/9/9 10:00,33,24,2w
1666542,2020/9/9 10:00,41,30,2x
1243460,2020/9/9 10:15,88,63,1a
1668014,2020/9/9 10:15,43,28,1b
1611335,2020/9/9 10:15,49,53,1c
1874619,2020/9/9 10:15,52,36,1d
1849949,2020/9/9 10:15,55,49,1e
2137423,2020/9/9 10:15,95,73,1f
1542780,2020/9/9 10:15,33,35,1g
1646262,2020/9/9 10:15,11,15,1h
1369341,2020/9/9 10:15,42,51,1i
2162717,2020/9/9 10:15,22,24,1j
1427343,2020/9/9 10:15,27,30,1k
2315953,2020/9/9 10:15,16,18,1l
1069662,2020/9/9 10:15,21,59,1m
2475616,2020/9/9 10:15,13,71,1n
1516092,2020/9/9 10:15,42,68,1o
1867139,2020/9/9 10:15,35,91,1p
2233643,2020/9/9 10:15,17,22,1q
1356860,2020/9/9 10:15,18,22,1r
1296333,2020/9/9 10:15,22,38,1s
1689657,2020/9/9 10:15,42,59,1t
1700968,2020/9/9 10:15,35,13,2a
2087453,2020/9/9 10:15,41,72,2b
2313221,2020/9/9 10:15,30,26,2c
1249293,2020/9/9 10:15,15,42,2d
1575684,2020/9/9 10:15,33,49,2e
1200577,2020/9/9 10:15,28,81,2f
2127727,2020/9/9 10:15,18,43,2g
1967121,2020/9/9 10:15,30,53,2h
1849912,2020/9/9 10:15,45,50,2i
1049662,2020/9/9 10:15,25,48,2j
1639294,2020/9/9 10:15,28,139,2k
2526524,2020/9/9 10:15,24,37,2l
1163477,2020/9/9 10:15,19,21,2m
1863976,2020/9/9 10:15,21,16,2n
1338772,2020/9/9 10:15,29,35,2o
1315967,2020/9/9 10:15,22,40,2p
1799321,2020/9/9 10:15,16,111,2q
1707717,2020/9/9 10:15,13,21,2r
1717398,2020/9/9 10:15,30,20,2s
1903372,2020/9/9 10:15,49,40,2t
1570126,2020/9/9 10:15,186,137,2u
1897644,2020/9/9 10:15,29,23,2v
2345440,2020/9/9 10:15,29,15,2w
1581094,2020/9/9 10:15,38,36,2x
2517770,2020/9/9 10:30,79,68,1a
1742029,2020/9/9 10:30,35,26,1b
1064339,2020/9/9 10:30,48,42,1c
1590403,2020/9/9 10:30,47,36,1d
2496359,2020/9/9 10:30,62,51,1e
1137013,2020/9/9 10:30,72,72,1f
1556205,2020/9/9 10:30,37,29,1g
2294759,2020/9/9 10:30,13,18,1h
2427000,2020/9/9 10:30,33,60,1i
1416323,2020/9/9 10:30,31,23,1j
2016280,2020/9/9 10:30,25,33,1k
1564036,2020/9/9 10:30,15,17,1l
1640422,2020/9/9 10:30,21,151,1m
2476735,2020/9/9 10:30,19,60,1n
1498451,2020/9/9 10:30,47,137,1o
1192406,2020/9/9 10:30,36,101,1p
2094357,2020/9/9 10:30,23,17,1q
2336865,2020/9/9 10:30,16,18,1r
2079667,2020/9/9 10:30,20,35,1s
2452151,2020/9/9 10:30,42,52,1t
1920617,2020/9/9 10:30,28,16,2a
2332136,2020/9/9 10:30,41,90,2b
2093858,2020/9/9 10:30,26,31,2c
2183589,2020/9/9 10:30,24,39,2d
1860549,2020/9/9 10:30,29,50,2e
1578200,2020/9/9 10:30,27,76,2f
1006819,2020/9/9 10:30,21,39,2g
1650765,2020/9/9 10:30,38,54,2h
2271286,2020/9/9 10:30,49,37,2i
2485474,2020/9/9 10:30,19,40,2j
2214355,2020/9/9 10:30,31,129,2k
1645714,2020/9/9 10:30,21,48,2l
1090309,2020/9/9 10:30,19,26,2m
2087287,2020/9/9 10:30,20,25,2n
2420022,2020/9/9 10:30,22,31,2o
1480802,2020/9/9 10:30,18,32,2p
1563792,2020/9/9 10:30,21,126,2q
2053646,2020/9/9 10:30,15,15,2r
1515307,2020/9/9 10:30,25,22,2s
2052619,2020/9/9 10:30,43,40,2t
2288097,2020/9/9 10:30,182,147,2u
1405642,2020/9/9 10:30,33,29,2v
1417951,2020/9/9 10:30,28,17,2w
2205876,2020/9/9 10:30,35,30,2x
1870922,2020/9/9 10:45,74,55,1a
2139865,2020/9/9 10:45,38,25,1b
1715767,2020/9/9 10:45,42,38,1c
1459333,2020/9/9 10:45,51,37,1d
2205600,2020/9/9 10:45,53,51,1e
1521613,2020/9/9 10:45,72,79,1f
2112323,2020/9/9 10:45,30,36,1g
1749656,2020/9/9 10:45,11,15,1h
2505769,2020/9/9 10:45,38,36,1i
2227760,2020/9/9 10:45,15,21,1j
2232601,2020/9/9 10:45,29,32,1k
2524181,2020/9/9 10:45,11,15,1l
1453815,2020/9/9 10:45,31,149,1m
2520653,2020/9/9 10:45,21,53,1n
2513394,2020/9/9 10:45,60,146,1o
2197425,2020/9/9 10:45,36,109,1p
1958740,2020/9/9 10:45,21,23,1q
1609483,2020/9/9 10:45,15,20,1r
1061433,2020/9/9 10:45,22,37,1s
2026045,2020/9/9 10:45,44,47,1t
2287475,2020/9/9 10:45,27,13,2a
1545029,2020/9/9 10:45,39,77,2b
1569840,2020/9/9 10:45,22,23,2c
2074225,2020/9/9 10:45,18,36,2d
2485788,2020/9/9 10:45,36,44,2e
2501235,2020/9/9 10:45,25,64,2f
2083760,2020/9/9 10:45,23,44,2g
1723597,2020/9/9 10:45,28,44,2h
1697392,2020/9/9 10:45,43,37,2i
2103797,2020/9/9 10:45,25,39,2j
2028211,2020/9/9 10:45,30,152,2k
1616298,2020/9/9 10:45,22,38,2l
1918635,2020/9/9 10:45,17,19,2m
1311580,2020/9/9 10:45,17,17,2n
1147571,2020/9/9 10:45,22,25,2o
1409543,2020/9/9 10:45,16,39,2p
1584037,2020/9/9 10:45,26,139,2q
1363462,2020/9/9 10:45,19,17,2r
1972352,2020/9/9 10:45,18,18,2s
2257599,2020/9/9 10:45,47,42,2t
1378764,2020/9/9 10:45,116,147,2u
1463257,2020/9/9 10:45,29,21,2v
2474015,2020/9/9 10:45,23,21,2w
2204534,2020/9/9 10:45,49,32,2x
2232798,2020/9/9 11:00,80,62,1a
2374225,2020/9/9 11:00,34,27,1b
1829494,2020/9/9 11:00,42,38,1c
2328566,2020/9/9 11:00,42,36,1d
1064141,2020/9/9 11:00,47,48,1e
2288265,2020/9/9 11:00,74,81,1f
1297970,2020/9/9 11:00,29,29,1g
2114029,2020/9/9 11:00,12,15,1h
1012640,2020/9/9 11:00,33,40,1i
1165674,2020/9/9 11:00,19,23,1j
1181569,2020/9/9 11:00,28,30,1k
2099907,2020/9/9 11:00,12,16,1l
1113501,2020/9/9 11:00,34,182,1m
1625710,2020/9/9 11:00,23,43,1n
1457854,2020/9/9 11:00,67,118,1o
2253032,2020/9/9 11:00,38,117,1p
1095307,2020/9/9 11:00,16,22,1q
2075375,2020/9/9 11:00,15,15,1r
2149600,2020/9/9 11:00,21,38,1s
1572455,2020/9/9 11:00,48,50,1t
2082260,2020/9/9 11:00,24,17,2a
1668275,2020/9/9 11:00,48,74,2b
1572343,2020/9/9 11:00,27,21,2c
1187701,2020/9/9 11:00,21,34,2d
1321767,2020/9/9 11:00,45,52,2e
1498930,2020/9/9 11:00,28,61,2f
1099838,2020/9/9 11:00,24,36,2g
1796419,2020/9/9 11:00,32,54,2h
1572605,2020/9/9 11:00,43,32,2i
2392852,2020/9/9 11:00,27,34,2j
1172853,2020/9/9 11:00,28,135,2k
1989070,2020/9/9 11:00,22,40,2l
2552153,2020/9/9 11:00,26,24,2m
1137453,2020/9/9 11:00,15,20,2n
1164448,2020/9/9 11:00,20,26,2o
1043438,2020/9/9 11:00,24,33,2p
1764262,2020/9/9 11:00,22,138,2q
1972059,2020/9/9 11:00,17,15,2r
1271986,2020/9/9 11:00,18,19,2s
1307791,2020/9/9 11:00,47,38,2t
1817315,2020/9/9 11:00,99,137,2u
1917187,2020/9/9 11:00,28,22,2v
2077925,2020/9/9 11:00,23,16,2w
1609652,2020/9/9 11:00,40,25,2x
1447208,2020/9/9 11:15,69,55,1a
1846152,2020/9/9 11:15,32,23,1b
1593654,2020/9/9 11:15,40,36,1c
1966155,2020/9/9 11:15,45,41,1d
1789979,2020/9/9 11:15,51,41,1e
2116253,2020/9/9 11:15,61,69,1f
1477070,2020/9/9 11:15,26,36,1g
2123471,2020/9/9 11:15,14,11,1h
2183724,2020/9/9 11:15,38,33,1i
1521818,2020/9/9 11:15,20,25,1j
1312644,2020/9/9 11:15,25,26,1k
1705349,2020/9/9 11:15,14,13,1l
1431278,2020/9/9 11:15,33,172,1m
2237421,2020/9/9 11:15,22,35,1n
1458579,2020/9/9 11:15,74,109,1o
1308370,2020/9/9 11:15,38,112,1p
1244686,2020/9/9 11:15,10,20,1q
1566776,2020/9/9 11:15,13,17,1r
1194361,2020/9/9 11:15,22,28,1s
1494407,2020/9/9 11:15,48,50,1t
2062278,2020/9/9 11:15,28,14,2a
1779850,2020/9/9 11:15,44,73,2b
1704381,2020/9/9 11:15,23,29,2c
1773814,2020/9/9 11:15,19,40,2d
1902590,2020/9/9 11:15,38,38,2e
1616172,2020/9/9 11:15,27,55,2f
1893250,2020/9/9 11:15,23,51,2g
2553481,2020/9/9 11:15,37,42,2h
2332374,2020/9/9 11:15,47,39,2i
2304196,2020/9/9 11:15,35,31,2j
1125146,2020/9/9 11:15,33,113,2k
2288667,2020/9/9 11:15,19,37,2l
1578693,2020/9/9 11:15,22,20,2m
1155883,2020/9/9 11:15,17,16,2n
1745372,2020/9/9 11:15,19,25,2o
1396525,2020/9/9 11:15,15,41,2p
1219190,2020/9/9 11:15,30,141,2q
2435124,2020/9/9 11:15,14,14,2r
2434021,2020/9/9 11:15,24,17,2s
2541466,2020/9/9 11:15,45,36,2t
2260875,2020/9/9 11:15,171,142,2u
1747677,2020/9/9 11:15,26,24,2v
1340712,2020/9/9 11:15,22,16,2w
1110516,2020/9/9 11:15,38,31,2x
2294343,2020/9/9 11:30,57,49,1a
1800662,2020/9/9 11:30,29,23,1b
1662191,2020/9/9 11:30,33,43,1c
1926252,2020/9/9 11:30,40,38,1d
1816838,2020/9/9 11:30,44,50,1e
2473101,2020/9/9 11:30,68,74,1f
2189441,2020/9/9 11:30,24,39,1g
1877236,2020/9/9 11:30,13,12,1h
1138880,2020/9/9 11:30,33,31,1i
1527193,2020/9/9 11:30,20,17,1j
2085940,2020/9/9 11:30,26,31,1k
2152466,2020/9/9 11:30,14,10,1l
2168093,2020/9/9 11:30,47,181,1m
1846531,2020/9/9 11:30,28,33,1n
1573408,2020/9/9 11:30,84,96,1o
1727315,2020/9/9 11:30,38,115,1p
1079869,2020/9/9 11:30,22,20,1q
1364510,2020/9/9 11:30,23,19,1r
1347153,2020/9/9 11:30,21,30,1s
2230894,2020/9/9 11:30,52,45,1t
2081433,2020/9/9 11:30,27,16,2a
1996653,2020/9/9 11:30,50,68,2b
1484390,2020/9/9 11:30,32,24,2c
2341054,2020/9/9 11:30,30,29,2d
2333846,2020/9/9 11:30,45,40,2e
2093111,2020/9/9 11:30,29,58,2f
1839397,2020/9/9 11:30,21,44,2g
1343889,2020/9/9 11:30,31,51,2h
1922964,2020/9/9 11:30,40,38,2i
2195341,2020/9/9 11:30,45,28,2j
1588364,2020/9/9 11:30,39,118,2k
1174165,2020/9/9 11:30,25,41,2l
2324233,2020/9/9 11:30,17,16,2m
1749735,2020/9/9 11:30,23,23,2n
2403726,2020/9/9 11:30,20,22,2o
2152939,2020/9/9 11:30,17,41,2p
1126984,2020/9/9 11:30,36,147,2q
1282237,2020/9/9 11:30,17,12,2r
1873710,2020/9/9 11:30,24,20,2s
1814922,2020/9/9 11:30,42,35,2t
2320988,2020/9/9 11:30,199,130,2u
2493354,2020/9/9 11:30,26,23,2v
2459103,2020/9/9 11:30,21,23,2w
1599994,2020/9/9 11:30,35,28,2x
1704437,2020/9/9 11:45,60,52,1a
1652446,2020/9/9 11:45,31,24,1b
1074482,2020/9/9 11:45,33,40,1c
1349276,2020/9/9 11:45,38,30,1d
2132100,2020/9/9 11:45,42,53,1e
1065110,2020/9/9 11:45,62,63,1f
1528951,2020/9/9 11:45,30,37,1g
1355691,2020/9/9 11:45,15,16,1h
2216294,2020/9/9 11:45,35,30,1i
1340481,2020/9/9 11:45,21,15,1j
1245143,2020/9/9 11:45,22,24,1k
1871301,2020/9/9 11:45,15,12,1l
1238589,2020/9/9 11:45,44,192,1m
1259137,2020/9/9 11:45,24,37,1n
2542684,2020/9/9 11:45,100,86,1o
1223662,2020/9/9 11:45,36,124,1p
2366776,2020/9/9 11:45,16,19,1q
1848765,2020/9/9 11:45,13,17,1r
2084744,2020/9/9 11:45,19,32,1s
2401719,2020/9/9 11:45,57,50,1t
1561249,2020/9/9 11:45,21,16,2a
1719030,2020/9/9 11:45,42,51,2b
1626026,2020/9/9 11:45,32,22,2c
1227109,2020/9/9 11:45,35,32,2d
1606467,2020/9/9 11:45,35,37,2e
1236390,2020/9/9 11:45,33,45,2f
1739788,2020/9/9 11:45,31,57,2g
1584081,2020/9/9 11:45,26,46,2h
1195186,2020/9/9 11:45,49,44,2i
1429605,2020/9/9 11:45,34,31,2j
2075845,2020/9/9 11:45,45,100,2k
2550810,2020/9/9 11:45,23,45,2l
1179482,2020/9/9 11:45,19,26,2m
2503825,2020/9/9 11:45,21,18,2n
2194248,2020/9/9 11:45,21,22,2o
2412414,2020/9/9 11:45,21,40,2p
1707784,2020/9/9 11:45,34,159,2q
2535797,2020/9/9 11:45,16,16,2r
1839059,2020/9/9 11:45,20,19,2s
1770107,2020/9/9 11:45,38,36,2t
1694701,2020/9/9 11:45,91,146,2u
2340720,2020/9/9 11:45,24,23,2v
1734721,2020/9/9 11:45,25,20,2w
2333582,2020/9/9 11:45,36,29,2x
1861415,2020/9/9 12:00,53,46,1a
1563323,2020/9/9 12:00,28,25,1b
1947775,2020/9/9 12:00,39,32,1c
1297255,2020/9/9 12:00,38,31,1d
1591281,2020/9/9 12:00,44,41,1e
2242480,2020/9/9 12:00,64,71,1f
1652494,2020/9/9 12:00,28,31,1g
1331239,2020/9/9 12:00,17,13,1h
1620277,2020/9/9 12:00,35,34,1i
1687498,2020/9/9 12:00,18,18,1j
1766258,2020/9/9 12:00,23,23,1k
2127668,2020/9/9 12:00,13,12,1l
1775061,2020/9/9 12:00,54,187,1m
1786923,2020/9/9 12:00,60,34,1n
2181925,2020/9/9 12:00,86,73,1o
2255868,2020/9/9 12:00,65,115,1p
1527048,2020/9/9 12:00,15,20,1q
1430088,2020/9/9 12:00,17,14,1r
1935205,2020/9/9 12:00,25,32,1s
1466379,2020/9/9 12:00,51,43,1t
1114668,2020/9/9 12:00,26,16,2a
2417801,2020/9/9 12:00,50,61,2b
1307060,2020/9/9 12:00,29,22,2c
1533066,2020/9/9 12:00,31,32,2d
1850026,2020/9/9 12:00,42,38,2e
1201528,2020/9/9 12:00,35,60,2f
1140313,2020/9/9 12:00,37,48,2g
1827591,2020/9/9 12:00,37,51,2h
2455409,2020/9/9 12:00,39,40,2i
2385527,2020/9/9 12:00,44,27,2j
1339193,2020/9/9 12:00,65,94,2k
2551702,2020/9/9 12:00,27,51,2l
1517848,2020/9/9 12:00,22,19,2m
2488379,2020/9/9 12:00,17,20,2n
1233319,2020/9/9 12:00,25,25,2o
1465931,2020/9/9 12:00,23,39,2p
2463484,2020/9/9 12:00,32,134,2q
1252487,2020/9/9 12:00,15,14,2r
1244057,2020/9/9 12:00,24,20,2s
2448313,2020/9/9 12:00,38,39,2t
2136661,2020/9/9 12:00,85,140,2u
2464603,2020/9/9 12:00,23,17,2v
2418026,2020/9/9 12:00,20,17,2w
2497526,2020/9/9 12:00,36,24,2x
1412049,2020/9/9 12:15,63,47,1a
1486907,2020/9/9 12:15,30,24,1b
1496246,2020/9/9 12:15,29,37,1c
1426385,2020/9/9 12:15,34,37,1d
2172674,2020/9/9 12:15,43,49,1e
1416434,2020/9/9 12:15,51,72,1f
1810408,2020/9/9 12:15,27,34,1g
1526779,2020/9/9 12:15,12,17,1h
1599196,2020/9/9 12:15,40,21,1i
2550347,2020/9/9 12:15,26,16,1j
1939046,2020/9/9 12:15,30,28,1k
1112541,2020/9/9 12:15,13,14,1l
2239119,2020/9/9 12:15,49,165,1m
1658490,2020/9/9 12:15,78,28,1n
1342869,2020/9/9 12:15,116,71,1o
1824492,2020/9/9 12:15,64,116,1p
1853977,2020/9/9 12:15,16,18,1q
2069536,2020/9/9 12:15,18,13,1r
1197352,2020/9/9 12:15,25,31,1s
2238227,2020/9/9 12:15,44,54,1t
2215512,2020/9/9 12:15,19,18,2a
1277958,2020/9/9 12:15,40,55,2b
1257269,2020/9/9 12:15,31,22,2c
1314726,2020/9/9 12:15,29,37,2d
2004498,2020/9/9 12:15,42,37,2e
2188897,2020/9/9 12:15,41,39,2f
2208892,2020/9/9 12:15,42,48,2g
1721015,2020/9/9 12:15,42,41,2h
1134009,2020/9/9 12:15,41,37,2i
2293192,2020/9/9 12:15,31,33,2j
2288904,2020/9/9 12:15,70,88,2k
2342239,2020/9/9 12:15,25,37,2l
2090844,2020/9/9 12:15,19,24,2m
2131974,2020/9/9 12:15,27,20,2n
1199558,2020/9/9 12:15,25,26,2o
1833285,2020/9/9 12:15,20,34,2p
1582146,2020/9/9 12:15,36,145,2q
1837760,2020/9/9 12:15,14,13,2r
1538839,2020/9/9 12:15,25,21,2s
1521046,2020/9/9 12:15,38,35,2t
1554556,2020/9/9 12:15,73,147,2u
1288140,2020/9/9 12:15,25,23,2v
1360281,2020/9/9 12:15,26,22,2w
1356171,2020/9/9 12:15,31,34,2x
2450945,2020/9/9 12:30,63,46,1a
1667566,2020/9/9 12:30,27,24,1b
1682184,2020/9/9 12:30,40,35,1c
1571485,2020/9/9 12:30,42,32,1d
2183217,2020/9/9 12:30,44,45,1e
1589089,2020/9/9 12:30,62,70,1f
1885273,2020/9/9 12:30,30,36,1g
2348198,2020/9/9 12:30,14,14,1h
1584923,2020/9/9 12:30,48,27,1i
2135360,2020/9/9 12:30,26,16,1j
2399069,2020/9/9 12:30,25,25,1k
2091263,2020/9/9 12:30,15,13,1l
2155154,2020/9/9 12:30,57,191,1m
1632766,2020/9/9 12:30,44,73,1n
1071988,2020/9/9 12:30,100,70,1o
1814770,2020/9/9 12:30,64,114,1p
2400178,2020/9/9 12:30,14,22,1q
1857534,2020/9/9 12:30,11,18,1r
1912248,2020/9/9 12:30,25,32,1s
1530566,2020/9/9 12:30,44,49,1t
2000196,2020/9/9 12:30,21,18,2a
2044501,2020/9/9 12:30,43,56,2b
1010793,2020/9/9 12:30,31,17,2c
1479521,2020/9/9 12:30,32,31,2d
1114484,2020/9/9 12:30,40,31,2e
2029700,2020/9/9 12:30,38,59,2f
2450047,2020/9/9 12:30,29,43,2g
2060848,2020/9/9 12:30,43,45,2h
1556979,2020/9/9 12:30,39,46,2i
1972109,2020/9/9 12:30,32,37,2j
1530170,2020/9/9 12:30,59,89,2k
1425937,2020/9/9 12:30,27,39,2l
2030714,2020/9/9 12:30,21,23,2m
1696710,2020/9/9 12:30,22,24,2n
2070850,2020/9/9 12:30,24,29,2o
2251587,2020/9/9 12:30,22,32,2p
1436009,2020/9/9 12:30,49,126,2q
2127576,2020/9/9 12:30,16,14,2r
1574679,2020/9/9 12:30,26,21,2s
2201552,2020/9/9 12:30,41,38,2t
2494569,2020/9/9 12:30,138,129,2u
1607439,2020/9/9 12:30,22,25,2v
2206878,2020/9/9 12:30,22,19,2w
2167457,2020/9/9 12:30,38,27,2x
1822507,2020/9/9 12:45,59,51,1a
1063798,2020/9/9 12:45,37,20,1b
1023826,2020/9/9 12:45,35,33,1c
1098374,2020/9/9 12:45,40,32,1d
2467870,2020/9/9 12:45,41,50,1e
1610128,2020/9/9 12:45,58,79,1f
2360137,2020/9/9 12:45,31,37,1g
1455767,2020/9/9 12:45,17,12,1h
1087878,2020/9/9 12:45,44,28,1i
1472646,2020/9/9 12:45,20,19,1j
2050947,2020/9/9 12:45,22,21,1k
1923729,2020/9/9 12:45,11,15,1l
2380661,2020/9/9 12:45,58,172,1m
1232371,2020/9/9 12:45,48,23,1n
1061216,2020/9/9 12:45,99,66,1o
2536294,2020/9/9 12:45,77,104,1p
2106036,2020/9/9 12:45,16,19,1q
1876261,2020/9/9 12:45,14,16,1r
1680426,2020/9/9 12:45,25,34,1s
2313009,2020/9/9 12:45,45,52,1t
2401650,2020/9/9 12:45,24,21,2a
1842181,2020/9/9 12:45,45,42,2b
2433563,2020/9/9 12:45,38,23,2c
1549401,2020/9/9 12:45,28,34,2d
1604357,2020/9/9 12:45,33,39,2e
1045025,2020/9/9 12:45,41,44,2f
1105093,2020/9/9 12:45,36,40,2g
1102837,2020/9/9 12:45,42,46,2h
2236386,2020/9/9 12:45,48,49,2i
2455450,2020/9/9 12:45,31,37,2j
1464352,2020/9/9 12:45,74,63,2k
1742066,2020/9/9 12:45,24,38,2l
2433709,2020/9/9 12:45,17,23,2m
2158459,2020/9/9 12:45,21,15,2n
2093086,2020/9/9 12:45,27,26,2o
1897677,2020/9/9 12:45,20,36,2p
1870911,2020/9/9 12:45,48,125,2q
1528745,2020/9/9 12:45,15,15,2r
2328761,2020/9/9 12:45,24,20,2s
2304306,2020/9/9 12:45,35,34,2t
1823379,2020/9/9 12:45,116,102,2u
1315470,2020/9/9 12:45,23,21,2v
1350744,2020/9/9 12:45,23,24,2w
1691327,2020/9/9 12:45,36,34,2x
1205408,2020/9/9 13:00,60,52,1a
1249727,2020/9/9 13:00,30,27,1b
1701210,2020/9/9 13:00,37,33,1c
2445184,2020/9/9 13:00,42,29,1d
2112765,2020/9/9 13:00,43,47,1e
1266052,2020/9/9 13:00,52,73,1f
1274338,2020/9/9 13:00,34,29,1g
1201027,2020/9/9 13:00,14,12,1h
2076009,2020/9/9 13:00,34,28,1i
2355764,2020/9/9 13:00,26,16,1j
2059345,2020/9/9 13:00,26,21,1k
1077200,2020/9/9 13:00,11,13,1l
2345830,2020/9/9 13:00,65,153,1m
2342961,2020/9/9 13:00,38,50,1n
1807302,2020/9/9 13:00,126,81,1o
2544894,2020/9/9 13:00,88,103,1p
1769953,2020/9/9 13:00,15,17,1q
1550793,2020/9/9 13:00,14,19,1r
1796704,2020/9/9 13:00,31,36,1s
1588791,2020/9/9 13:00,45,56,1t
2325378,2020/9/9 13:00,22,20,2a
1354295,2020/9/9 13:00,52,46,2b
1568142,2020/9/9 13:00,41,21,2c
2212699,2020/9/9 13:00,33,27,2d
1896328,2020/9/9 13:00,41,35,2e
1701933,2020/9/9 13:00,41,55,2f
1940545,2020/9/9 13:00,34,40,2g
1913311,2020/9/9 13:00,41,45,2h
1342212,2020/9/9 13:00,45,45,2i
2483379,2020/9/9 13:00,31,39,2j
1720983,2020/9/9 13:00,78,77,2k
1340942,2020/9/9 13:00,26,45,2l
1980462,2020/9/9 13:00,23,24,2m
2441862,2020/9/9 13:00,22,21,2n
1670178,2020/9/9 13:00,25,21,2o
2165422,2020/9/9 13:00,36,34,2p
1108943,2020/9/9 13:00,51,123,2q
1689245,2020/9/9 13:00,14,17,2r
2203992,2020/9/9 13:00,21,20,2s
1048343,2020/9/9 13:00,48,24,2t
1466228,2020/9/9 13:00,209,138,2u
1727636,2020/9/9 13:00,27,20,2v
1714233,2020/9/9 13:00,26,19,2w
1092832,2020/9/9 13:00,29,30,2x
1883481,2020/9/9 13:15,62,55,1a
1154815,2020/9/9 13:15,25,26,1b
2269532,2020/9/9 13:15,38,30,1c
2013621,2020/9/9 13:15,44,35,1d
1233063,2020/9/9 13:15,39,50,1e
1702046,2020/9/9 13:15,64,74,1f
1166934,2020/9/9 13:15,41,31,1g
2409229,2020/9/9 13:15,13,22,1h
1422411,2020/9/9 13:15,47,27,1i
1279431,2020/9/9 13:15,25,23,1j
1718745,2020/9/9 13:15,29,19,1k
1908960,2020/9/9 13:15,10,18,1l
1740045,2020/9/9 13:15,78,157,1m
1827561,2020/9/9 13:15,31,30,1n
1542460,2020/9/9 13:15,109,78,1o
1665431,2020/9/9 13:15,107,93,1p
1399610,2020/9/9 13:15,15,16,1q
1695605,2020/9/9 13:15,14,13,1r
1268565,2020/9/9 13:15,27,34,1s
2151832,2020/9/9 13:15,45,49,1t
1985856,2020/9/9 13:15,23,16,2a
1017004,2020/9/9 13:15,41,47,2b
2085919,2020/9/9 13:15,48,23,2c
2018896,2020/9/9 13:15,28,34,2d
2503829,2020/9/9 13:15,42,35,2e
2001055,2020/9/9 13:15,43,54,2f
1411390,2020/9/9 13:15,30,50,2g
2083591,2020/9/9 13:15,40,40,2h
1857299,2020/9/9 13:15,46,44,2i
1371412,2020/9/9 13:15,25,46,2j
1989302,2020/9/9 13:15,87,78,2k
1441083,2020/9/9 13:15,25,47,2l
1201103,2020/9/9 13:15,17,24,2m
1782863,2020/9/9 13:15,22,15,2n
2418877,2020/9/9 13:15,26,20,2o
2320122,2020/9/9 13:15,29,36,2p
2484532,2020/9/9 13:15,48,130,2q
1370188,2020/9/9 13:15,15,17,2r
2529971,2020/9/9 13:15,22,18,2s
2434988,2020/9/9 13:15,43,34,2t
1691479,2020/9/9 13:15,219,166,2u
2263534,2020/9/9 13:15,28,21,2v
1558661,2020/9/9 13:15,19,25,2w
2468369,2020/9/9 13:15,42,31,2x
1761216,2020/9/9 13:30,70,57,1a
2456506,2020/9/9 13:30,30,25,1b
1811027,2020/9/9 13:30,38,30,1c
2516919,2020/9/9 13:30,38,32,1d
1450140,2020/9/9 13:30,43,79,1e
1841708,2020/9/9 13:30,53,112,1f
2067615,2020/9/9 13:30,31,36,1g
1583916,2020/9/9 13:30,12,14,1h
2104251,2020/9/9 13:30,45,31,1i
2415965,2020/9/9 13:30,33,24,1j
1637689,2020/9/9 13:30,34,28,1k
2096029,2020/9/9 13:30,17,46,1l
1329854,2020/9/9 13:30,82,164,1m
1629375,2020/9/9 13:30,24,23,1n
2315136,2020/9/9 13:30,112,70,1o
1308609,2020/9/9 13:30,110,97,1p
1155055,2020/9/9 13:30,13,12,1q
1265238,2020/9/9 13:30,18,17,1r
2273686,2020/9/9 13:30,29,40,1s
2375460,2020/9/9 13:30,49,94,1t
1095247,2020/9/9 13:30,22,23,2a
1056349,2020/9/9 13:30,49,49,2b
1288858,2020/9/9 13:30,47,16,2c
1725215,2020/9/9 13:30,38,28,2d
1200108,2020/9/9 13:30,41,45,2e
1464403,2020/9/9 13:30,38,63,2f
1331276,2020/9/9 13:30,37,39,2g
1380916,2020/9/9 13:30,37,52,2h
1992094,2020/9/9 13:30,42,42,2i
2145050,2020/9/9 13:30,27,35,2j
2115681,2020/9/9 13:30,102,77,2k
1155413,2020/9/9 13:30,26,40,2l
1262195,2020/9/9 13:30,23,25,2m
1893356,2020/9/9 13:30,23,21,2n
2437991,2020/9/9 13:30,22,23,2o
1964426,2020/9/9 13:30,37,33,2p
1145151,2020/9/9 13:30,61,137,2q
2298535,2020/9/9 13:30,14,15,2r
2006334,2020/9/9 13:30,23,16,2s
